menu_name,karbo,protein,sayur,bahan,energy_kcal,protein_g,carbohydrate_g,fat_g,fiber_g,sodium_mg
"Getuk singkong + Ayam goreng pasundan, paha + brokoli , matang",Getuk singkong,"Ayam goreng pasundan, paha","brokoli , matang","Getuk singkong, Ayam goreng pasundan, paha, brokoli , matang",472.2,36.8,49.6,13.0,3.8,15.0
"Rujak lontong + Rendang sapi, masakan + Karedok,sayur",Rujak lontong,"Rendang sapi, masakan","Karedok,sayur","Rujak lontong, Rendang sapi, masakan, Karedok,sayur",528.0,36.8,46.6,23.5,1.4,278.0
"Nasi / Nasi Putih + Ayam goreng pasundan, paha + Wortel rebus",Nasi / Nasi Putih,"Ayam goreng pasundan, paha",Wortel rebus,"Nasi / Nasi Putih, Ayam goreng pasundan, paha, Wortel rebus",453.0,36.8,46.4,12.2,1.0,42.0
"Rujak lontong + Rendang sapi, masakan + Sayur lebui",Rujak lontong,"Rendang sapi, masakan",Sayur lebui,"Rujak lontong, Rendang sapi, masakan, Sayur lebui",500.0,36.7,45.0,20.8,5.7,402.0
"Tapai singkong + Ayam goreng pasundan, paha + Karedok,sayur",Tapai singkong,"Ayam goreng pasundan, paha","Karedok,sayur","Tapai singkong, Ayam goreng pasundan, paha, Karedok,sayur",506.0,36.7,54.6,15.0,3.4,0.0
"Lepok / Ubi rumput + Ayam goreng pasundan, paha + Wortel rebus",Lepok / Ubi rumput,"Ayam goreng pasundan, paha",Wortel rebus,"Lepok / Ubi rumput, Ayam goreng pasundan, paha, Wortel rebus",454.0,36.6,46.4,13.1,11.5,157.0
"Tapai singkong + Ayam goreng pasundan, paha + Sayur lebui",Tapai singkong,"Ayam goreng pasundan, paha",Sayur lebui,"Tapai singkong, Ayam goreng pasundan, paha, Sayur lebui",478.0,36.6,53.0,12.3,7.7,124.0
"Rujak lontong + Rendang sapi, masakan + Kangkung tondano",Rujak lontong,"Rendang sapi, masakan",Kangkung tondano,"Rujak lontong, Rendang sapi, masakan, Kangkung tondano",479.0,36.4,40.9,20.4,4.3,308.0
"Tapai singkong + Ayam goreng pasundan, paha + Kangkung tondano",Tapai singkong,"Ayam goreng pasundan, paha",Kangkung tondano,"Tapai singkong, Ayam goreng pasundan, paha, Kangkung tondano",457.0,36.3,48.9,11.9,6.3,30.0
"Nasi rames + Rendang sapi, masakan + Anyang, sayur",Nasi rames,"Rendang sapi, masakan","Anyang, sayur","Nasi rames, Rendang sapi, masakan, Anyang, sayur",474.0,36.3,37.2,20.0,5.4,555.0
Nasi rames + Ikan salmon + Gado-gado,Nasi rames,Ikan salmon,Gado-gado,"Nasi rames, Ikan salmon, Gado-gado",471.0,36.3,40.1,17.8,1.1,312.0
"Ubi jalar tinta / kemayung kukus + Ayam goreng pasundan, paha + Karedok,sayur",Ubi jalar tinta / kemayung kukus,"Ayam goreng pasundan, paha","Karedok,sayur","Ubi jalar tinta / kemayung kukus, Ayam goreng pasundan, paha, Karedok,sayur",502.0,36.2,54.2,14.9,2.5,1.0
"Ubi jalar tinta / kemayung kukus + Ayam goreng pasundan, paha + Sayur lebui",Ubi jalar tinta / kemayung kukus,"Ayam goreng pasundan, paha",Sayur lebui,"Ubi jalar tinta / kemayung kukus, Ayam goreng pasundan, paha, Sayur lebui",474.0,36.1,52.6,12.2,6.8,125.0
"Ubi Cilembu + Ayam goreng pasundan, paha + Wortel kukus",Ubi Cilembu,"Ayam goreng pasundan, paha",Wortel kukus,"Ubi Cilembu, Ayam goreng pasundan, paha, Wortel kukus",468.0,36.0,52.9,12.2,4.5,44.0
"Rujak lontong + Ikan Mujahir / Mujair pepes + Karedok,sayur",Rujak lontong,Ikan Mujahir / Mujair pepes,"Karedok,sayur","Rujak lontong, Ikan Mujahir / Mujair pepes, Karedok,sayur",456.0,35.9,39.6,18.4,1.4,336.0
Nasi rames + Sate Ayam + Gado-gado,Nasi rames,Sate Ayam,Gado-gado,"Nasi rames, Sate Ayam, Gado-gado",517.0,35.9,45.0,22.2,1.1,620.0
"Ubi jalar tinta / kemayung kukus + Ayam goreng pasundan, paha + Kangkung tondano",Ubi jalar tinta / kemayung kukus,"Ayam goreng pasundan, paha",Kangkung tondano,"Ubi jalar tinta / kemayung kukus, Ayam goreng pasundan, paha, Kangkung tondano",453.0,35.8,48.5,11.8,5.4,31.0
"Getuk singkong + Ayam goreng pasundan, paha + Karedok,sayur",Getuk singkong,"Ayam goreng pasundan, paha","Karedok,sayur","Getuk singkong, Ayam goreng pasundan, paha, Karedok,sayur",541.0,35.8,61.8,16.1,2.2,0.0
"Getuk singkong + Ayam goreng pasundan, paha + Sayur lebui",Getuk singkong,"Ayam goreng pasundan, paha",Sayur lebui,"Getuk singkong, Ayam goreng pasundan, paha, Sayur lebui",513.0,35.7,60.2,13.4,6.5,124.0
"Ubi Cilembu + Ayam goreng pasundan, paha + Wortel rebus",Ubi Cilembu,"Ayam goreng pasundan, paha",Wortel rebus,"Ubi Cilembu, Ayam goreng pasundan, paha, Wortel rebus",459.0,35.7,50.9,12.1,4.2,42.0
"Jagung titi + Ikan Gete goreng + brokoli , matang",Jagung titi,Ikan Gete goreng,"brokoli , matang","Jagung titi, Ikan Gete goreng, brokoli , matang",664.2,35.7,81.2,21.8,3.8,605.0
Rujak lontong + Ikan Papuyu bakar + Gado-gado,Rujak lontong,Ikan Papuyu bakar,Gado-gado,"Rujak lontong, Ikan Papuyu bakar, Gado-gado",532.0,35.7,52.4,21.6,1.1,598.0
"Rujak lontong + Rendang sapi, masakan + Wortel kukus",Rujak lontong,"Rendang sapi, masakan",Wortel kukus,"Rujak lontong, Rendang sapi, masakan, Wortel kukus",473.0,35.6,40.8,20.8,1.1,321.0
"Tapai singkong + Ayam goreng pasundan, paha + Wortel kukus",Tapai singkong,"Ayam goreng pasundan, paha",Wortel kukus,"Tapai singkong, Ayam goreng pasundan, paha, Wortel kukus",451.0,35.5,48.8,12.3,3.1,43.0
"Jagung titi + Rendang sapi, masakan + Anyang, sayur",Jagung titi,"Rendang sapi, masakan","Anyang, sayur","Jagung titi, Rendang sapi, masakan, Anyang, sayur",693.0,35.4,97.2,18.0,6.2,290.0
"Getuk singkong + Ayam goreng pasundan, paha + Kangkung tondano",Getuk singkong,"Ayam goreng pasundan, paha",Kangkung tondano,"Getuk singkong, Ayam goreng pasundan, paha, Kangkung tondano",492.0,35.4,56.1,13.0,5.1,30.0
Jagung titi + Ikan salmon + Gado-gado,Jagung titi,Ikan salmon,Gado-gado,"Jagung titi, Ikan salmon, Gado-gado",690.0,35.4,100.1,15.8,1.9,47.0
"Jagung titi + Rendang sapi, masakan + brokoli , matang",Jagung titi,"Rendang sapi, masakan","brokoli , matang","Jagung titi, Rendang sapi, masakan, brokoli , matang",590.2,35.2,88.8,10.3,3.8,15.0
"Jagung titi + Ikan salmon + Cap cai / capcay / cap cay, sayur",Jagung titi,Ikan salmon,"Cap cai / capcay / cap cay, sayur","Jagung titi, Ikan salmon, Cap cai / capcay / cap cay, sayur",650.0,35.1,83.3,18.9,1.4,452.0
"Jagung titi + Sate Ayam + Cap cai / capcay / cap cay, sayur",Jagung titi,Sate Ayam,"Cap cai / capcay / cap cay, sayur","Jagung titi, Sate Ayam, Cap cai / capcay / cap cay, sayur",696.0,34.7,88.2,23.3,1.4,760.0
"Getuk singkong + Ayam goreng pasundan, paha + Wortel kukus",Getuk singkong,"Ayam goreng pasundan, paha",Wortel kukus,"Getuk singkong, Ayam goreng pasundan, paha, Wortel kukus",486.0,34.6,56.0,13.4,1.9,43.0
"Jagung titi + Ikan Mujahir / Mujair pepes + Anyang, sayur",Jagung titi,Ikan Mujahir / Mujair pepes,"Anyang, sayur","Jagung titi, Ikan Mujahir / Mujair pepes, Anyang, sayur",621.0,34.5,90.2,12.9,6.2,348.0
Jagung titi + Ikan Gete goreng + Kangkung tondano,Jagung titi,Ikan Gete goreng,Kangkung tondano,"Jagung titi, Ikan Gete goreng, Kangkung tondano",684.0,34.3,87.7,21.8,5.1,620.0
"Jagung titi + Ikan Mujahir / Mujair pepes + brokoli , matang",Jagung titi,Ikan Mujahir / Mujair pepes,"brokoli , matang","Jagung titi, Ikan Mujahir / Mujair pepes, brokoli , matang",518.2,34.3,81.8,5.2,3.8,73.0
"Getuk singkong + Ayam goreng pasundan, paha + Wortel rebus",Getuk singkong,"Ayam goreng pasundan, paha",Wortel rebus,"Getuk singkong, Ayam goreng pasundan, paha, Wortel rebus",477.0,34.3,54.0,13.3,1.6,41.0
"Jagung titi + Rendang sapi, masakan + Karedok,sayur",Jagung titi,"Rendang sapi, masakan","Karedok,sayur","Jagung titi, Rendang sapi, masakan, Karedok,sayur",659.0,34.2,101.0,13.4,2.2,0.0
"Jagung muda,rebus + Ikan Gete goreng + Gado-gado","Jagung muda,rebus",Ikan Gete goreng,Gado-gado,"Jagung muda,rebus, Ikan Gete goreng, Gado-gado",546.0,34.2,51.5,23.3,1.9,595.0
"Jagung titi + Rendang sapi, masakan + Sayur lebui",Jagung titi,"Rendang sapi, masakan",Sayur lebui,"Jagung titi, Rendang sapi, masakan, Sayur lebui",631.0,34.1,99.4,10.7,6.5,124.0
Rujak lontong + Ikan salmon + Sayur lebui,Rujak lontong,Ikan salmon,Sayur lebui,"Rujak lontong, Ikan salmon, Sayur lebui",486.0,34.0,37.2,23.3,5.7,449.0
"Jagung titi + Rendang sapi, masakan + Kangkung tondano",Jagung titi,"Rendang sapi, masakan",Kangkung tondano,"Jagung titi, Rendang sapi, masakan, Kangkung tondano",610.0,33.8,95.3,10.3,5.1,30.0
Rujak lontong + Ikan salmon + Kangkung tondano,Rujak lontong,Ikan salmon,Kangkung tondano,"Rujak lontong, Ikan salmon, Kangkung tondano",465.0,33.7,33.1,22.9,4.3,355.0
"Jagung muda,rebus + Rendang sapi, masakan + Gado-gado","Jagung muda,rebus","Rendang sapi, masakan",Gado-gado,"Jagung muda,rebus, Rendang sapi, masakan, Gado-gado",472.0,33.7,59.1,11.8,1.9,5.0
"Nasi rames + Ikan salmon + Anyang, sayur",Nasi rames,Ikan salmon,"Anyang, sayur","Nasi rames, Ikan salmon, Anyang, sayur",460.0,33.6,29.4,22.5,5.4,602.0
Jagung titi + Ikan Gete goreng + Wortel kukus,Jagung titi,Ikan Gete goreng,Wortel kukus,"Jagung titi, Ikan Gete goreng, Wortel kukus",678.0,33.5,87.6,22.2,1.9,633.0
"Nasi gurih + Rendang sapi, masakan + Gado-gado",Nasi gurih,"Rendang sapi, masakan",Gado-gado,"Nasi gurih, Rendang sapi, masakan, Gado-gado",520.0,33.4,54.8,18.6,1.8,296.0
"Jagung titi + Ikan Mujahir / Mujair pepes + Karedok,sayur",Jagung titi,Ikan Mujahir / Mujair pepes,"Karedok,sayur","Jagung titi, Ikan Mujahir / Mujair pepes, Karedok,sayur",587.0,33.3,94.0,8.3,2.2,58.0
Jagung titi + Ikan Mujahir / Mujair pepes + Sayur lebui,Jagung titi,Ikan Mujahir / Mujair pepes,Sayur lebui,"Jagung titi, Ikan Mujahir / Mujair pepes, Sayur lebui",559.0,33.2,92.4,5.6,6.5,182.0
Jagung titi + Ikan Gete goreng + Wortel rebus,Jagung titi,Ikan Gete goreng,Wortel rebus,"Jagung titi, Ikan Gete goreng, Wortel rebus",669.0,33.2,85.6,22.1,1.6,631.0
Jagung titi + Ikan Papuyu bakar + Gado-gado,Jagung titi,Ikan Papuyu bakar,Gado-gado,"Jagung titi, Ikan Papuyu bakar, Gado-gado",663.0,33.1,106.8,11.5,1.9,320.0
"Nasi gurih + Rendang sapi, masakan + Cap cai / capcay / cap cay, sayur",Nasi gurih,"Rendang sapi, masakan","Cap cai / capcay / cap cay, sayur","Nasi gurih, Rendang sapi, masakan, Cap cai / capcay / cap cay, sayur",480.0,33.1,38.0,21.7,1.3,701.0
"Jagung titi + Rendang sapi, masakan + Wortel kukus",Jagung titi,"Rendang sapi, masakan",Wortel kukus,"Jagung titi, Rendang sapi, masakan, Wortel kukus",604.0,33.0,95.2,10.7,1.9,43.0
Jagung titi + Ikan Mujahir / Mujair pepes + Kangkung tondano,Jagung titi,Ikan Mujahir / Mujair pepes,Kangkung tondano,"Jagung titi, Ikan Mujahir / Mujair pepes, Kangkung tondano",538.0,32.9,88.3,5.2,5.1,88.0
Rujak lontong + Ikan salmon + Wortel kukus,Rujak lontong,Ikan salmon,Wortel kukus,"Rujak lontong, Ikan salmon, Wortel kukus",459.0,32.9,33.0,23.3,1.1,368.0
"Jagung titi + Ikan Papuyu bakar + Cap cai / capcay / cap cay, sayur",Jagung titi,Ikan Papuyu bakar,"Cap cai / capcay / cap cay, sayur","Jagung titi, Ikan Papuyu bakar, Cap cai / capcay / cap cay, sayur",623.0,32.8,90.0,14.6,1.4,725.0
"Jagung titi + Ikan salmon + Anyang, sayur",Jagung titi,Ikan salmon,"Anyang, sayur","Jagung titi, Ikan salmon, Anyang, sayur",679.0,32.7,89.4,20.5,6.2,337.0
"Jagung titi + Rendang sapi, masakan + Wortel rebus",Jagung titi,"Rendang sapi, masakan",Wortel rebus,"Jagung titi, Rendang sapi, masakan, Wortel rebus",595.0,32.7,93.2,10.6,1.6,41.0
Nasi tim + Ikan Gete goreng + Gado-gado,Nasi tim,Ikan Gete goreng,Gado-gado,"Nasi tim, Ikan Gete goreng, Gado-gado",524.0,32.6,47.2,23.0,1.6,590.0
"Jagung titi + Ikan salmon + brokoli , matang",Jagung titi,Ikan salmon,"brokoli , matang","Jagung titi, Ikan salmon, brokoli , matang",576.2,32.5,81.0,12.8,3.8,62.0
"Jagung kuning pipil, rebus + Rendang sapi, masakan + Gado-gado","Jagung kuning pipil, rebus","Rendang sapi, masakan",Gado-gado,"Jagung kuning pipil, rebus, Rendang sapi, masakan, Gado-gado",484.0,32.5,57.2,14.6,1.8,5.0
"Nasi gemuk + Rendang sapi, masakan + Gado-gado",Nasi gemuk,"Rendang sapi, masakan",Gado-gado,"Nasi gemuk, Rendang sapi, masakan, Gado-gado",522.0,32.5,53.2,19.9,1.8,355.0
"Nasi rames + Kalio ayam, masakan + Gado-gado",Nasi rames,"Kalio ayam, masakan",Gado-gado,"Nasi rames, Kalio ayam, masakan, Gado-gado",495.0,32.4,44.5,20.9,1.1,799.0
"Nasi minyak + Rendang sapi, masakan + Gado-gado",Nasi minyak,"Rendang sapi, masakan",Gado-gado,"Nasi minyak, Rendang sapi, masakan, Gado-gado",537.0,32.2,65.9,16.1,1.9,74.0
Nasi / Nasi Putih + Ikan Gete goreng + Gado-gado,Nasi / Nasi Putih,Ikan Gete goreng,Gado-gado,"Nasi / Nasi Putih, Ikan Gete goreng, Gado-gado",584.0,32.2,61.0,22.9,1.3,591.0
"Nasi gemuk + Rendang sapi, masakan + Cap cai / capcay / cap cay, sayur",Nasi gemuk,"Rendang sapi, masakan","Cap cai / capcay / cap cay, sayur","Nasi gemuk, Rendang sapi, masakan, Cap cai / capcay / cap cay, sayur",482.0,32.2,36.4,23.0,1.3,760.0
"Jagung titi + Sate Ayam + brokoli , matang",Jagung titi,Sate Ayam,"brokoli , matang","Jagung titi, Sate Ayam, brokoli , matang",622.2,32.1,85.9,17.2,3.8,370.0
Jagung titi + Ikan Mujahir / Mujair pepes + Wortel kukus,Jagung titi,Ikan Mujahir / Mujair pepes,Wortel kukus,"Jagung titi, Ikan Mujahir / Mujair pepes, Wortel kukus",532.0,32.1,88.2,5.6,1.9,101.0
"Nasi tim + Rendang sapi, masakan + Gado-gado",Nasi tim,"Rendang sapi, masakan",Gado-gado,"Nasi tim, Rendang sapi, masakan, Gado-gado",450.0,32.1,54.8,11.5,1.6,0.0
Lepok / Ubi rumput + Ikan Gete goreng + Gado-gado,Lepok / Ubi rumput,Ikan Gete goreng,Gado-gado,"Lepok / Ubi rumput, Ikan Gete goreng, Gado-gado",585.0,32.0,61.0,23.8,11.8,706.0
lontong + Ikan Gete goreng + Gado-gado,lontong,Ikan Gete goreng,Gado-gado,"lontong, Ikan Gete goreng, Gado-gado",548.0,32.0,53.0,22.8,2.3,590.0
"Jagung titi + Gulai ikan, masakan + Gado-gado",Jagung titi,"Gulai ikan, masakan",Gado-gado,"Jagung titi, Gulai ikan, masakan, Gado-gado",617.0,32.0,102.6,8.7,1.9,743.0
"Nasi rames + Sate Ayam + Karedok,sayur",Nasi rames,Sate Ayam,"Karedok,sayur","Nasi rames, Sate Ayam, Karedok,sayur",472.0,32.0,38.1,22.3,1.4,620.0
Nasi merah + Ikan Gete goreng + Gado-gado,Nasi merah,Ikan Gete goreng,Gado-gado,"Nasi merah, Ikan Gete goreng, Gado-gado",553.0,32.0,53.7,23.0,1.4,595.0
Jagung gerontol + Ikan Gete goreng + Gado-gado,Jagung gerontol,Ikan Gete goreng,Gado-gado,"Jagung gerontol, Ikan Gete goreng, Gado-gado",560.0,31.9,54.5,23.9,2.1,590.0
"Nasi minyak + Rendang sapi, masakan + Cap cai / capcay / cap cay, sayur",Nasi minyak,"Rendang sapi, masakan","Cap cai / capcay / cap cay, sayur","Nasi minyak, Rendang sapi, masakan, Cap cai / capcay / cap cay, sayur",497.0,31.9,49.1,19.2,1.4,479.0
"Woku ubi + Rendang sapi, masakan + Gado-gado",Woku ubi,"Rendang sapi, masakan",Gado-gado,"Woku ubi, Rendang sapi, masakan, Gado-gado",473.0,31.8,43.8,18.9,8.1,353.0
Jagung titi + Ikan Mujahir / Mujair pepes + Wortel rebus,Jagung titi,Ikan Mujahir / Mujair pepes,Wortel rebus,"Jagung titi, Ikan Mujahir / Mujair pepes, Wortel rebus",523.0,31.8,86.2,5.5,1.6,99.0
"Rujak lontong + Ikan Papuyu bakar + Karedok,sayur",Rujak lontong,Ikan Papuyu bakar,"Karedok,sayur","Rujak lontong, Ikan Papuyu bakar, Karedok,sayur",487.0,31.8,45.5,21.7,1.4,598.0
Rujak lontong + Ayam bacem + Gado-gado,Rujak lontong,Ayam bacem,Gado-gado,"Rujak lontong, Ayam bacem, Gado-gado",527.0,31.8,54.0,22.2,1.1,278.0
Rujak lontong + Ikan Papuyu bakar + Sayur lebui,Rujak lontong,Ikan Papuyu bakar,Sayur lebui,"Rujak lontong, Ikan Papuyu bakar, Sayur lebui",459.0,31.7,43.9,19.0,5.7,722.0
"Nasi / Nasi Putih + Rendang sapi, masakan + Gado-gado",Nasi / Nasi Putih,"Rendang sapi, masakan",Gado-gado,"Nasi / Nasi Putih, Rendang sapi, masakan, Gado-gado",510.0,31.7,68.6,11.4,1.3,1.0
Nasi gemuk + Ikan Mujahir / Mujair pepes + Gado-gado,Nasi gemuk,Ikan Mujahir / Mujair pepes,Gado-gado,"Nasi gemuk, Ikan Mujahir / Mujair pepes, Gado-gado",450.0,31.6,46.2,14.8,1.8,413.0
"Lepok / Ubi rumput + Rendang sapi, masakan + Gado-gado",Lepok / Ubi rumput,"Rendang sapi, masakan",Gado-gado,"Lepok / Ubi rumput, Rendang sapi, masakan, Gado-gado",511.0,31.5,68.6,12.3,11.8,116.0
"lontong + Rendang sapi, masakan + Gado-gado",lontong,"Rendang sapi, masakan",Gado-gado,"lontong, Rendang sapi, masakan, Gado-gado",474.0,31.5,60.6,11.3,2.3,0.0
"Jagung titi + Ikan salmon + Karedok,sayur",Jagung titi,Ikan salmon,"Karedok,sayur","Jagung titi, Ikan salmon, Karedok,sayur",645.0,31.5,93.2,15.9,2.2,47.0
"Nasi merah + Rendang sapi, masakan + Gado-gado",Nasi merah,"Rendang sapi, masakan",Gado-gado,"Nasi merah, Rendang sapi, masakan, Gado-gado",479.0,31.5,61.3,11.5,1.4,5.0
Nasi coklat + Ikan Gete goreng + Gado-gado,Nasi coklat,Ikan Gete goreng,Gado-gado,"Nasi coklat, Ikan Gete goreng, Gado-gado",516.0,31.5,44.7,23.4,1.1,590.0
Jagung titi + Ikan salmon + Sayur lebui,Jagung titi,Ikan salmon,Sayur lebui,"Jagung titi, Ikan salmon, Sayur lebui",617.0,31.4,91.6,13.2,6.5,171.0
"Jagung gerontol + Rendang sapi, masakan + Gado-gado",Jagung gerontol,"Rendang sapi, masakan",Gado-gado,"Jagung gerontol, Rendang sapi, masakan, Gado-gado",486.0,31.4,62.1,12.4,2.1,0.0
Nasi minyak + Ikan Mujahir / Mujair pepes + Gado-gado,Nasi minyak,Ikan Mujahir / Mujair pepes,Gado-gado,"Nasi minyak, Ikan Mujahir / Mujair pepes, Gado-gado",465.0,31.3,58.9,11.0,1.9,132.0
"Lepok / Ubi rumput + Rendang sapi, masakan + Cap cai / capcay / cap cay, sayur",Lepok / Ubi rumput,"Rendang sapi, masakan","Cap cai / capcay / cap cay, sayur","Lepok / Ubi rumput, Rendang sapi, masakan, Cap cai / capcay / cap cay, sayur",471.0,31.2,51.8,15.4,11.3,521.0
Jagung titi + Ikan salmon + Kangkung tondano,Jagung titi,Ikan salmon,Kangkung tondano,"Jagung titi, Ikan salmon, Kangkung tondano",596.0,31.1,87.5,12.8,5.1,77.0
Ubi Cilembu + Ikan Gete goreng + Gado-gado,Ubi Cilembu,Ikan Gete goreng,Gado-gado,"Ubi Cilembu, Ikan Gete goreng, Gado-gado",590.0,31.1,65.5,22.8,4.5,591.0
"Jagung titi + Sate Ayam + Karedok,sayur",Jagung titi,Sate Ayam,"Karedok,sayur","Jagung titi, Sate Ayam, Karedok,sayur",691.0,31.1,98.1,20.3,2.2,355.0
Jagung titi + Sate Ayam + Sayur lebui,Jagung titi,Sate Ayam,Sayur lebui,"Jagung titi, Sate Ayam, Sayur lebui",663.0,31.0,96.5,17.6,6.5,479.0
"Jagung muda,rebus + Rendang sapi, masakan + Anyang, sayur","Jagung muda,rebus","Rendang sapi, masakan","Anyang, sayur","Jagung muda,rebus, Rendang sapi, masakan, Anyang, sayur",461.0,31.0,48.4,16.5,6.2,295.0
"Jagung muda,rebus + Ikan salmon + Gado-gado","Jagung muda,rebus",Ikan salmon,Gado-gado,"Jagung muda,rebus, Ikan salmon, Gado-gado",458.0,31.0,51.3,14.3,1.9,52.0
"Nasi gurih + Rendang sapi, masakan + Anyang, sayur",Nasi gurih,"Rendang sapi, masakan","Anyang, sayur","Nasi gurih, Rendang sapi, masakan, Anyang, sayur",509.0,30.7,44.1,23.3,6.1,586.0
Jagung titi + Sate Ayam + Kangkung tondano,Jagung titi,Sate Ayam,Kangkung tondano,"Jagung titi, Sate Ayam, Kangkung tondano",642.0,30.7,92.4,17.2,5.1,385.0
Nasi gurih + Ikan salmon + Gado-gado,Nasi gurih,Ikan salmon,Gado-gado,"Nasi gurih, Ikan salmon, Gado-gado",506.0,30.7,47.0,21.1,1.8,343.0
"Ubi Cilembu + Rendang sapi, masakan + Gado-gado",Ubi Cilembu,"Rendang sapi, masakan",Gado-gado,"Ubi Cilembu, Rendang sapi, masakan, Gado-gado",516.0,30.6,73.1,11.3,4.5,1.0
Tapai singkong + Ikan Gete goreng + Gado-gado,Tapai singkong,Ikan Gete goreng,Gado-gado,"Tapai singkong, Ikan Gete goreng, Gado-gado",573.0,30.6,61.4,22.9,3.1,590.0
"Nasi rames + Ikan Bandeng Presto, masakan + brokoli , matang",Nasi rames,"Ikan Bandeng Presto, masakan","brokoli , matang","Nasi rames, Ikan Bandeng Presto, masakan, brokoli , matang",474.2,30.6,32.3,24.7,3.0,280.0
"Jagung muda,rebus + Sate Ayam + Gado-gado","Jagung muda,rebus",Sate Ayam,Gado-gado,"Jagung muda,rebus, Sate Ayam, Gado-gado",504.0,30.6,56.2,18.7,1.9,360.0
"Jagung titi + Ikan Papuyu bakar + Anyang, sayur",Jagung titi,Ikan Papuyu bakar,"Anyang, sayur","Jagung titi, Ikan Papuyu bakar, Anyang, sayur",652.0,30.4,96.1,16.2,6.2,610.0
"Nasi gurih + Ikan salmon + Cap cai / capcay / cap cay, sayur",Nasi gurih,Ikan salmon,"Cap cai / capcay / cap cay, sayur","Nasi gurih, Ikan salmon, Cap cai / capcay / cap cay, sayur",466.0,30.4,30.2,24.2,1.3,748.0
"Ubi Cilembu + Rendang sapi, masakan + Cap cai / capcay / cap cay, sayur",Ubi Cilembu,"Rendang sapi, masakan","Cap cai / capcay / cap cay, sayur","Ubi Cilembu, Rendang sapi, masakan, Cap cai / capcay / cap cay, sayur",476.0,30.3,56.3,14.4,4.0,406.0
"Jagung muda,rebus + Ikan Gete goreng + Karedok,sayur","Jagung muda,rebus",Ikan Gete goreng,"Karedok,sayur","Jagung muda,rebus, Ikan Gete goreng, Karedok,sayur",501.0,30.3,44.6,23.4,2.2,595.0
Jagung titi + Ikan salmon + Wortel kukus,Jagung titi,Ikan salmon,Wortel kukus,"Jagung titi, Ikan salmon, Wortel kukus",590.0,30.3,87.4,13.2,1.9,90.0
"Jagung muda,rebus + Sate Ayam + Cap cai / capcay / cap cay, sayur","Jagung muda,rebus",Sate Ayam,"Cap cai / capcay / cap cay, sayur","Jagung muda,rebus, Sate Ayam, Cap cai / capcay / cap cay, sayur",464.0,30.3,39.4,21.8,1.4,765.0
"Jagung muda,rebus + Ikan Gete goreng + Sayur lebui","Jagung muda,rebus",Ikan Gete goreng,Sayur lebui,"Jagung muda,rebus, Ikan Gete goreng, Sayur lebui",473.0,30.2,43.0,20.7,6.5,719.0
"Jagung titi + Ikan Papuyu bakar + brokoli , matang",Jagung titi,Ikan Papuyu bakar,"brokoli , matang","Jagung titi, Ikan Papuyu bakar, brokoli , matang",549.2,30.2,87.7,8.5,3.8,335.0
"Tapai singkong + Rendang sapi, masakan + Gado-gado",Tapai singkong,"Rendang sapi, masakan",Gado-gado,"Tapai singkong, Rendang sapi, masakan, Gado-gado",499.0,30.1,69.0,11.4,3.1,0.0
Ubi jalar tinta / kemayung kukus + Ikan Gete goreng + Gado-gado,Ubi jalar tinta / kemayung kukus,Ikan Gete goreng,Gado-gado,"Ubi jalar tinta / kemayung kukus, Ikan Gete goreng, Gado-gado",569.0,30.1,61.0,22.8,2.2,591.0
Jagung titi + Ikan salmon + Wortel rebus,Jagung titi,Ikan salmon,Wortel rebus,"Jagung titi, Ikan salmon, Wortel rebus",581.0,30.0,85.4,13.1,1.6,88.0
"Jagung muda,rebus + Ikan Gete goreng + Kangkung tondano","Jagung muda,rebus",Ikan Gete goreng,Kangkung tondano,"Jagung muda,rebus, Ikan Gete goreng, Kangkung tondano",452.0,29.9,38.9,20.3,5.1,625.0
Jagung titi + Sate Ayam + Wortel kukus,Jagung titi,Sate Ayam,Wortel kukus,"Jagung titi, Sate Ayam, Wortel kukus",636.0,29.9,92.3,17.6,1.9,398.0
"Jagung kuning pipil, rebus + Rendang sapi, masakan + Anyang, sayur","Jagung kuning pipil, rebus","Rendang sapi, masakan","Anyang, sayur","Jagung kuning pipil, rebus, Rendang sapi, masakan, Anyang, sayur",473.0,29.8,46.5,19.3,6.1,295.0
"Nasi gemuk + Rendang sapi, masakan + Anyang, sayur",Nasi gemuk,"Rendang sapi, masakan","Anyang, sayur","Nasi gemuk, Rendang sapi, masakan, Anyang, sayur",511.0,29.8,42.5,24.6,6.1,645.0
